Player,Nation,Pos,PosGrp,Squad,Age,League,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_passing,xAG_passing,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP_passing,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Gls_shooting,Sh_shooting,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK_shooting,PKatt_shooting,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Pau Torres,ESP,DF,CB,Aston Villa,26,Premier League,29,27,2464,0.073051948,0,0.073051948,0.073051948,0,0,0.036525974,0,0.036525974,0.036525974,0.01461039,0.051136364,1.534090909,4.675324675,0.584415584,0.002556818,0.001826299,57.05357143,65.30844156,87.4,1062.75974,351.2337662,19.13961039,20.6737013,92.6,32.39853896,34.77272727,93.2,4.602272727,8.25487013,55.8,0,0.01461039,0.025568182,-0.01461039,0.292207792,5.150162338,0.438311688,0.036525974,4.675324675,72.50405844,10.2637987,36.12418831,31.88717532,5.150162338,0.803571429,72.50405844,1.022727273,0.620941558,60.7,0.328733766,32.1,51.06331169,330.1582792,216.1241883,1.534090909,1.534090909,0,0.328733766,0.474837662,53.18181818,0.584415584,0.840097403,0.803571429,0.036525974,0,0,0,0,0.036525974,1.059253247,0.657467532,0.620941558,0.401785714,0.036525974,0.511363636,1.095779221,46.7,0.584415584,1.022727273,0.438311688,0.584415584,0.511363636,1.570616883,2.739448052,0,0.073051948,0.438311688,0.18262987,41.7,0.006209416,0.01461039,0.5625,0,0,0,0.036525974,0.036525974,0.002922078,0.036525974,0.036525974,0.036525974,0,0,0.657467532,0.36525974,0.073051948,0.292207792,0.511363636,0.657467532,0,0,0,4.638798701,0.840097403,0.803571429,51.1
Pedro Neto,POR,"FW,MF",WF,Wolves,23,Premier League,20,18,1516,0.118733509,0.534300792,0.653034301,0.118733509,0,0,0.237467018,0,0.207783641,0.207783641,0.26121372,0.468997361,5.817941953,3.205804749,8.845646438,0.038588391,0.027902375,31.93931398,42.86279683,74.5,490.9036939,117.7836412,18.28496042,21.01583113,87,9.142480211,12.46701847,73.3,2.908970976,5.817941953,50,0.534300792,0.26121372,0.219656992,0.273087071,2.255936675,1.365435356,1.721635884,0.712401055,3.205804749,53.66754617,0.237467018,3.740105541,21.25329815,29.98021108,4.927440633,53.66754617,5.224274406,2.196569921,42,2.493403694,47.7,34.49208443,291.7875989,155.2440633,5.817941953,3.85883905,2.493403694,2.612137203,1.187335092,40.5474934,8.845646438,4.452506596,2.434036939,0.890501319,0.474934037,0.237467018,0.415567282,0,0.831134565,0.415567282,0.178100264,0.178100264,0.118733509,0.118733509,0.296833773,0.890501319,33.3,0.593667546,0.296833773,0.059366755,0.237467018,0.296833773,0.712401055,0.118733509,0,0.118733509,2.137203166,0.712401055,33.3,0.003562005,0.010092348,0.997361478,0.178100264,0,0,0.207783641,0.207783641,0.005936675,-0.089050132,-0.089050132,0.237467018,0,0,0.890501319,1.246701847,0.118733509,6.827176781,0.296833773,0.178100264,0.059366755,0,0,4.689973615,0.237467018,1.068601583,18.2
Pedro Porro,ESP,DF,FB,Tottenham,23,Premier League,35,35,3089,0.087406928,0.203949498,0.291356426,0.087406928,0,0,0.087406928,0,0.084493364,0.084493364,0.209776627,0.29426999,1.660731628,5.652314665,4.603431531,0.008449336,0.008740693,52.61897054,69.02233733,76.2,799.482033,306.4778245,30.79637423,34.11783749,90.3,16.86953707,21.70605374,77.7,3.525412755,8.653285853,40.7,0.203949498,0.209776627,0.174813856,-0.005827129,1.485917773,3.933311751,1.398510845,0.291356426,5.652314665,81.17190029,4.690838459,22.81320816,31.99093558,27.06701198,2.01035934,81.17190029,1.660731628,0.757526708,45.6,0.699255422,42.1,39.88669472,159.779864,85.22175461,1.660731628,1.34023956,0.291356426,1.078018776,0.437034639,48.65652315,4.603431531,3.117513758,1.922952412,0.815797993,0.11654257,0.145678213,0.11654257,0,0.349627711,2.651343477,1.835545484,1.252832632,0.990611848,0.407898996,1.806409841,3.496277112,51.7,1.689867271,1.835545484,0.524441567,1.311103917,0.990611848,3.641955325,2.971835545,0.087406928,0.087406928,1.544189058,0.349627711,22.6,0.001748139,0.007283911,0.611848495,0.11654257,0,0,0.084493364,0.084493364,0.001748139,0.002913564,0.002913564,0.087406928,0,0,1.078018776,0.78666235,0.029135643,5.768857235,0.990611848,1.835545484,0,0.029135643,0,5.797992878,0.437034639,0.407898996,51.7
Pelly Ruddock Mpanzu,COD,MF,DM,Luton Town,30,Premier League,27,11,1101,0,0,0,0,0,0,0.081743869,0,0.049046322,0.049046322,0.032697548,0.089918256,0.817438692,2.779291553,1.226158038,0,0.007356948,21.90735695,29.75476839,73.6,360.7356948,90.08174387,10.05449591,11.52588556,87.2,8.991825613,11.6893733,76.9,1.307901907,2.942779292,44.4,0,0.032697548,0.114441417,-0.032697548,0.490463215,1.389645777,1.0626703,0.163487738,2.779291553,39.31880109,2.452316076,9.31880109,19.61852861,10.626703,1.226158038,39.31880109,1.307901907,0.735694823,56.3,0.490463215,37.5,19.20980926,78.55585831,30.89918256,0.817438692,0.572207084,0.408719346,0.980926431,1.307901907,22.07084469,1.226158038,1.553133515,0.980926431,0.081743869,0.163487738,0.081743869,0.163487738,0.081743869,0,1.0626703,0.408719346,0.490463215,0.490463215,0.081743869,0.408719346,0.735694823,55.6,0.326975477,1.226158038,0.572207084,0.653950954,0.735694823,1.798365123,1.307901907,0.245231608,0,0.899182561,0.081743869,9.1,0,0,1.610354223,0,0,0,0.049046322,0.049046322,0.004904632,-0.049046322,-0.049046322,0.081743869,0,0,0.735694823,1.144414169,0,0.899182561,0.735694823,0.408719346,0,0,0,4.414168937,0.980926431,1.553133515,38.7
Pervis Estupiñán,ECU,DF,FB,Brighton,25,Premier League,19,15,1243,0.144810941,0.217216412,0.362027353,0.144810941,0,0,0.289621883,0,0.072405471,0.072405471,0.253419147,0.318584071,3.40305712,6.009654063,6.371681416,0.026065969,0.023169751,58.57602574,69.65406275,84.1,849.7506034,261.8905873,34.75462591,37.94046661,91.6,19.54947707,22.66291231,86.3,2.31697506,4.633950121,50,0.217216412,0.253419147,0.166532582,-0.036202735,1.882542237,4.778761062,1.810136766,0.796460177,6.009654063,80.29766693,4.054706356,18.53580048,39.53338697,22.88012872,2.679002414,80.29766693,1.665325825,0.651649236,39.1,0.651649236,39.1,50.17699115,220.5470636,130.76428,3.40305712,2.172164119,0.941271118,1.448109413,0.434432824,53.21802092,6.371681416,3.041029767,2.679002414,0.217216412,0.072405471,0.072405471,0,0,0.144810941,1.882542237,0.941271118,0.868865648,0.796460177,0.217216412,1.013676589,2.172164119,46.7,1.15848753,1.013676589,0.289621883,0.724054706,1.520514883,3.40305712,1.448109413,0,0.144810941,0.796460177,0.434432824,54.5,0.013032985,0.023893805,1.361222848,0,0,0,0.072405471,0.072405471,0.006516492,0.072405471,0.072405471,0.289621883,0,0,1.592920354,1.230893001,0.362027353,4.706355591,1.520514883,0.941271118,0,0,0.072405471,6.516492357,0.868865648,1.013676589,46.2
Phil Foden,ENG,"FW,MF",WF,Manchester City,23,Premier League,35,33,2857,0.598529926,0.252012601,0.850542527,0.598529926,0,0,0.06300315,0,0.324466223,0.324466223,0.264613231,0.589079454,2.929646482,5.292264613,8.473923696,0.026776339,0.018585929,47.59887994,55.66328316,85.5,640.9625481,118.7294365,31.18655933,33.17115856,94,12.22261113,14.14420721,86.4,2.142107105,4.252712636,50.4,0.252012601,0.264613231,0.217360868,-0.01260063,2.299614981,2.236611831,1.795589779,0.157507875,5.292264613,67.60238012,0.693034652,5.481274064,24.72873644,38.14840742,5.985299265,67.60238012,3.213160658,1.480574029,46.1,1.449072454,45.1,45.20476024,218.0224011,108.1764088,2.929646482,2.488624431,1.764088204,1.953097655,1.543577179,55.22226111,8.473923696,4.536226811,3.496674834,0.283514176,0.283514176,0.18900945,0.252012601,0.031501575,0.661533077,0.976548827,0.630031502,0.346517326,0.315015751,0.315015751,0.409520476,0.976548827,41.9,0.567028351,0.945047252,0,0.945047252,0.409520476,1.386069303,0.567028351,0.031501575,0.598529926,3.307665383,1.512075604,45.7,0.005670284,0.01260063,0.582779139,0.1260063,0,0,0.324466223,0.324466223,0.003150158,0.274063703,0.274063703,0.06300315,0,0,0.441022051,1.890094505,0.157507875,2.803640182,0.409520476,0.630031502,0,0.031501575,0,4.000700035,0.18900945,0.535526776,26.1
Philip Billing,DEN,MF,AM,Bournemouth,27,Premier League,29,13,1398,0.128755365,0.128755365,0.25751073,0.128755365,0,0,0.193133047,0.064377682,0.160944206,0.160944206,0.206008584,0.36695279,1.416309013,3.412017167,4.055793991,0.016738197,0.023175966,26.00858369,34.57081545,75.2,388.6480687,115.3004292,14.93562232,17.96137339,83.2,7.789699571,9.849785408,79.1,1.995708155,3.605150215,55.4,0.128755365,0.206008584,0.135193133,-0.077253219,1.480686695,2.510729614,0.965665236,0.25751073,3.412017167,48.60515021,2.768240343,8.948497854,21.69527897,18.41201717,3.862660944,48.60515021,2.124463519,0.772532189,36.4,1.158798283,54.5,23.56223176,114.0772532,51.37339056,1.416309013,1.480686695,0.386266094,1.738197425,1.094420601,28.19742489,4.055793991,2.961373391,2.575107296,0.128755365,0.064377682,0.128755365,0.064377682,0,0.321888412,2.124463519,1.030042918,0.450643777,1.416309013,0.25751073,0.579399142,1.738197425,33.3,1.158798283,1.995708155,0.321888412,1.673819742,1.287553648,3.412017167,1.802575107,0.064377682,0.128755365,1.931330472,0.515021459,26.7,0.004506438,0.016094421,1.326180258,0.450643777,0,0,0.160944206,0.160944206,0.005150215,-0.032188841,-0.032188841,0.193133047,0.064377682,0,1.223175966,0.772532189,0,1.86695279,1.287553648,1.030042918,0,0,0,4.892703863,2.317596567,1.545064378,60
Pierre Højbjerg,DEN,MF,DM,Tottenham,27,Premier League,36,8,1311,0,0,0,0,0,0,0.274599542,0,0.04805492,0.04805492,0.082379863,0.130434783,1.167048055,9.199084668,1.990846682,0,0.008924485,84.71395881,97.1395881,87.2,1382.059497,500.1830664,44.7597254,49.29061785,90.8,30.20594966,32.95194508,91.7,6.864988558,9.748283753,70.4,0,0.082379863,0.102974828,-0.082379863,0.61784897,10.98398169,0.823798627,0.068649886,9.199084668,108.7414188,4.324942792,25.88100686,62.67734554,21.21281465,1.098398169,108.7414188,1.578947368,0.823798627,52.2,0.686498856,43.5,69.5423341,291.006865,124.9427918,1.167048055,1.71624714,0.137299771,1.372997712,0.61784897,84.50800915,1.990846682,2.677345538,2.471395881,0,0.137299771,0.068649886,0,0,0.137299771,2.196796339,1.235697941,0.892448513,1.167048055,0.137299771,0.892448513,2.33409611,38.2,1.441647597,1.441647597,0.480549199,0.961098398,1.304347826,3.501144165,2.059496568,0.205949657,0,1.304347826,0.411899314,31.6,0,0,1.819221968,0.205949657,0,0,0.04805492,0.04805492,0.002745995,-0.04805492,-0.04805492,0.274599542,0,0,1.372997712,1.167048055,0,0.961098398,1.304347826,1.235697941,0,0,0.068649886,8.306636156,0.549199085,0.892448513,38.1
Raúl Jiménez,MEX,FW,CF,Fulham,32,Premier League,24,18,1395,0.451612903,0,0.451612903,0.451612903,0,0,0.193548387,0.064516129,0.335483871,0.335483871,0.096774194,0.425806452,0.709677419,1.548387097,5.612903226,0.029032258,0.027741935,16.90322581,24.64516129,68.6,219.8709677,46.25806452,10.4516129,12.96774194,80.6,3.483870968,5.806451613,60,1.096774194,2.129032258,51.5,0,0.096774194,0.064516129,-0.096774194,0.709677419,1.483870968,0.709677419,0.129032258,1.548387097,36.58064516,1.419354839,3.741935484,17.35483871,15.48387097,4.322580645,36.58064516,1.548387097,0.64516129,41.7,0.774193548,50,20.4516129,90.77419355,29.22580645,0.709677419,0.903225806,0.322580645,2.838709677,2.064516129,28.51612903,5.612903226,1.741935484,0.967741935,0,0.258064516,0.387096774,0.064516129,0.064516129,0.193548387,1.161290323,0.774193548,0.258064516,0.516129032,0.387096774,0.451612903,1.290322581,35,0.838709677,0.709677419,0.193548387,0.516129032,0.258064516,1.419354839,0.838709677,0,0.451612903,2.64516129,1.096774194,41.5,0.010967742,0.026451613,0.948387097,0,0,0,0.335483871,0.335483871,0.008387097,0.116129032,0.116129032,0.193548387,0.064516129,0,1.096774194,1.35483871,0.774193548,0.451612903,0.258064516,0.774193548,0,0,0,2.774193548,2.838709677,3.806451613,42.7
Raheem Sterling,ENG,"FW,MF",WF,Chelsea,28,Premier League,31,22,1978,0.364004044,0.182002022,0.546006067,0.364004044,0,0,0.318503539,0,0.295753286,0.295753286,0.204752275,0.500505561,5.460060667,3.549039434,11.01112235,0.025025278,0.022750253,24.47927199,33.12436805,73.9,322.6440849,80.76339737,16.51668352,19.47421638,84.8,6.142568251,8.690596562,70.7,0.8190091,1.501516684,54.5,0.182002022,0.204752275,0.195652174,-0.022750253,1.365015167,1.410515672,1.592517695,0.318503539,3.549039434,46.36501517,0.364004044,3.503538928,14.7421638,29.02932255,7.598584429,46.36501517,6.006066734,2.04752275,34.1,3.185035389,53,33.85237614,232.6440849,139.3680485,5.460060667,2.320525784,2.957532861,2.4570273,2.002022245,37.35591507,11.01112235,3.867542973,2.502527806,0,0.682507583,0.182002022,0.318503539,0.182002022,0.637007078,0.955510617,0.455005056,0.318503539,0.364004044,0.273003033,0.546006067,1.183013145,46.2,0.637007078,0.591506572,0,0.591506572,0.591506572,1.547017189,0.40950455,0.045500506,0.364004044,2.320525784,0.955510617,41.2,0.007280081,0.017290192,0.659757331,0.227502528,0,0,0.295753286,0.295753286,0.005915066,0.068250758,0.068250758,0.318503539,0,0,1.547017189,1.865520728,0.455005056,2.684529828,0.591506572,0.455005056,0.136501517,0,0,4.186046512,0.091001011,0.637007078,12.5
Rúben Dias,POR,DF,CB,Manchester City,26,Premier League,30,28,2559,0,0,0,0,0,0,0,0,0.049237984,0.049237984,0.010550996,0.05978898,1.195779601,6.084407972,0.562719812,0,0.002110199,86.83470106,92.67291911,93.7,1504.009379,477.1864009,36.54161782,37.84290739,96.6,44.17350528,45.93200469,96.2,5.134818288,7.174677608,71.6,0,0.010550996,0.066822978,-0.010550996,0.246189918,7.737397421,0.422039859,0.105509965,6.084407972,101.1840563,8.124267292,35.24032825,56.27198124,9.917936694,1.195779601,101.1840563,0.035169988,0,0,0.035169988,100,70.1992966,382.0164127,235.3927315,1.195779601,2.461899179,0.035169988,0.351699883,0.246189918,80.92614302,0.562719812,1.23094959,0.984759672,0,0,0.175849941,0,0.070339977,0.140679953,1.371629543,0.703399766,0.492379836,0.738569754,0.140679953,0.668229777,0.914419695,73.1,0.246189918,1.125439625,0.597889801,0.527549824,1.055099648,2.426729191,2.708089097,0,0,0.703399766,0.281359906,40,0,0,0.534583822,0,0,0,0.049237984,0.049237984,0.002461899,-0.049237984,-0.049237984,0,0,0,0.80890973,0.527549824,0,0.457209848,1.055099648,0.703399766,0,0.035169988,0.035169988,3.798358734,1.652989449,1.477139508,52.8
Raphaël Varane,FRA,DF,CB,Manchester Utd,30,Premier League,22,16,1375,0.065454545,0,0.065454545,0.065454545,0,0,0.130909091,0,0.085090909,0.085090909,0.006545455,0.085090909,1.047272727,3.861818182,0.130909091,0.004581818,0.005890909,45.42545455,51.12,88.9,783.8836364,246.5672727,18.45818182,19.70181818,93.7,22.90909091,24.93818182,91.9,2.945454545,4.450909091,66.2,0,0.006545455,0.039272727,-0.006545455,0.065454545,3.861818182,0.261818182,0,3.861818182,61.85454545,11.65090909,30.69818182,28.40727273,2.88,0.72,61.85454545,0.130909091,0.065454545,50,0.065454545,50,35.93454545,231.7745455,141.4472727,1.047272727,0.72,0,0.392727273,0.130909091,37.24363636,0.130909091,1.047272727,0.850909091,0.065454545,0,0.130909091,0,0,0.130909091,1.178181818,0.72,0.654545455,0.458181818,0.065454545,0.654545455,0.916363636,71.4,0.261818182,1.505454545,1.178181818,0.327272727,0.981818182,2.16,5.76,0,0.065454545,0.523636364,0.130909091,25,0.008509091,0.032727273,0.602181818,0,0,0,0.085090909,0.085090909,0.010472727,-0.019636364,-0.019636364,0.130909091,0,0,0.523636364,0.196363636,0.130909091,0,0.981818182,0.72,0,0,0,4.385454545,1.374545455,0.327272727,80.8
Rasmus Højlund,DEN,FW,CF,Manchester Utd,20,Premier League,30,25,2158,0.417052827,0.083410565,0.500463392,0.417052827,0,0,0.083410565,0,0.316960148,0.316960148,0.066728452,0.383688601,1.459684893,1.376274328,4.629286376,0.020852641,0.015848007,12.67840593,16.76552363,75.6,148.137164,36.86746988,8.299351251,10.30120482,80.6,2.418906395,3.211306766,75.3,0.458758109,0.500463392,91.7,0.083410565,0.066728452,0.037534754,0.016682113,1.167747915,0.583873957,0.583873957,0.041705283,1.376274328,25.52363299,0.834105653,2.544022243,10.92678406,12.38646895,4.003707136,25.52363299,1.584800741,0.750695088,47.4,0.750695088,47.4,14.80537535,86.83039852,45.37534754,1.459684893,1.084337349,0.583873957,2.085264133,1.209453197,17.89156627,4.629286376,2.418906395,1.793327155,0,0.208526413,0.166821131,0.125115848,0.125115848,0.166821131,0.458758109,0.291936979,0.083410565,0.125115848,0.250231696,0.208526413,0.542168675,38.5,0.333642261,0.375347544,0.041705283,0.333642261,0.041705283,0.500463392,0.792400371,0,0.417052827,1.584800741,0.834105653,52.6,0.010843373,0.020852641,0.483781279,0,0,0,0.316960148,0.316960148,0.008341057,0.100092678,0.100092678,0.083410565,0,0,0.834105653,1.25115848,0.62557924,0.250231696,0.041705283,0.291936979,0,0.041705283,0,2.50231696,1.042632067,2.710843373,27.8
Rayan Aït-Nouri,ALG,"DF,MF",FB,Wolves,22,Premier League,33,29,2329,0.077286389,0.038643195,0.115929584,0.077286389,0,0,0.270502362,0,0.127522542,0.127522542,0.092743667,0.216401889,2.589094032,3.825676256,3.825676256,0.004637183,0.008501503,38.83641048,45.98540146,84.5,538.9179906,152.0609704,24.22928295,26.58651782,91.1,11.47702877,13.29325891,86.3,1.468441391,2.782310004,52.8,0.038643195,0.092743667,0.065693431,-0.054100472,0.966079863,2.31859167,0.502361529,0.154572778,3.825676256,58.85358523,2.164018892,15.68913697,27.01159296,17.23486475,1.893516531,58.85358523,4.443967368,2.395878059,53.9,1.507084586,33.9,33.54229283,189.2743667,94.09617862,2.589094032,1.854873336,0.309145556,1.97080292,2.164018892,38.91369687,3.825676256,2.511807643,1.584370975,0.347788751,0.231859167,0.115929584,0.231859167,0,0.193215973,2.74366681,1.700300558,1.584370975,0.888793474,0.270502362,1.082009446,1.893516531,57.1,0.811507085,1.236582224,0.231859167,1.004723057,0.579647918,3.323314727,1.468441391,0,0.077286389,0.927436668,0.309145556,33.3,0.003091456,0.009660799,0.649205668,0,0,0,0.127522542,0.127522542,0.005410047,-0.050236153,-0.050236153,0.270502362,0,0,0.966079863,2.048089309,0.309145556,1.584370975,0.579647918,1.700300558,0.038643195,0.038643195,0,5.255474453,0.811507085,0.966079863,45.7
Reece Burke,ENG,DF,CB,Luton Town,26,Premier League,22,20,1660,0,0.21686747,0.21686747,0,0,0,0.271084337,0,0.070481928,0.070481928,0.075903614,0.146385542,0.596385542,3.63253012,0.759036145,0.011927711,0.00813253,29.65662651,38.98192771,76.1,563.6385542,226.0301205,10.84337349,13.39156627,81,15.18072289,17.62048193,86.2,3.090361446,6.506024096,47.5,0.21686747,0.075903614,0.048795181,0.140963855,0.704819277,3.144578313,0.487951807,0.162650602,3.63253012,50.36746988,5.313253012,20.4939759,23.85542169,6.343373494,1.084337349,50.36746988,0.43373494,0.21686747,50,0.108433735,25,24.6686747,112.7710843,65.60240964,0.596385542,0.43373494,0,0.975903614,0.271084337,27.54216867,0.759036145,1.138554217,0.813253012,0.054216867,0,0.271084337,0,0,0.21686747,2.006024096,1.246987952,0.921686747,0.759036145,0.325301205,0.65060241,1.409638554,46.2,0.759036145,1.355421687,0.975903614,0.379518072,0.975903614,2.981927711,4.228915663,0.054216867,0,0.704819277,0.162650602,23.1,0,0,0.775301205,0,0,0,0.070481928,0.070481928,0.006506024,-0.070481928,-0.070481928,0.271084337,0,0,1.084337349,0.65060241,0.054216867,0.704819277,0.975903614,1.246987952,0,0.054216867,0,3.361445783,2.493975904,1.734939759,59
Richarlison,BRA,FW,CF,Tottenham,26,Premier League,28,18,1491,0.663983903,0.241448692,0.905432596,0.663983903,0,0,0.181086519,0,0.579476861,0.579476861,0.126760563,0.706237425,1.569416499,2.293762575,6.398390342,0.054929577,0.042253521,16.1167002,23.66197183,68.1,227.0221328,57.70623742,9.235412475,11.6498994,79.3,5.130784708,7.183098592,71.4,0.60362173,0.905432596,66.7,0.241448692,0.126760563,0.084507042,0.114688129,0.905432596,1.267605634,0.784708249,0.060362173,2.293762575,39.35613682,1.99195171,5.311871227,14.96981891,19.43661972,7.303822938,39.35613682,2.233400402,0.60362173,27,1.38832998,62.2,23.78269618,99.95975855,42.9778672,1.569416499,0.663983903,1.026156942,3.199195171,2.414486922,27.70623742,6.398390342,2.052313883,1.38832998,0,0.181086519,0.301810865,0.120724346,0.060362173,0.301810865,0.965794769,0.663983903,0.241448692,0.482897384,0.241448692,0.120724346,0.60362173,20,0.482897384,1.931589537,0.362173038,1.569416499,0.482897384,1.448692153,1.38832998,0,0.663983903,3.742454728,1.509054326,40.3,0.010865191,0.026559356,0.778672032,0,0,0,0.579476861,0.579476861,0.009054326,0.084507042,0.084507042,0.181086519,0,0,1.207243461,1.810865191,0.724346076,0.845070423,0.482897384,0.663983903,0,0,0,2.535211268,1.509054326,3.440643863,30.5
Robert Sánchez,ESP,GK,GK,Chelsea,25,Premier League,16,16,1433,0,0,0,0,0,0,0.125610607,0,0,0,0,0,0,0.062805304,0,0,0,31.40265178,38.24842987,82.1,744.8709002,484.8569435,8.47871598,8.541521284,99.3,15.70132589,16.14096301,97.3,7.034193999,13.25191905,53.1,0,0,0,0,0,0.502442428,0,0,0.062805304,40.76064201,35.2337753,40.44661549,0.314026518,0,0,40.76064201,0,0,0,0,0,24.619679,118.7020237,70.96999302,0,0,0,0.062805304,0,22.60990928,0,0.125610607,0.062805304,0.062805304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690858339,0.188415911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125610607,0,0,0,0.062805304,0,0,0,0,0,0,0,1.256106071,0.188415911,0,100
Rodri,ESP,MF,DM,Manchester City,27,Premier League,34,34,2931,0.245649949,0.276356192,0.522006141,0.245649949,0,0,0.245649949,0.030706244,0.125895599,0.125895599,0.11975435,0.245649949,2.333674514,11.54554759,1.688843398,0.015967247,0.007369498,103.3265097,112.2620266,92,1758.116684,484.1146366,51.46366428,54.47287615,94.5,39.08904811,41.7604913,93.6,10.44012282,12.31320368,84.8,0.276356192,0.11975435,0.187308086,0.156601842,1.504605937,11.60696008,1.87308086,0,11.54554759,122.4564995,3.500511771,20.38894575,71.7604913,31.10542477,2.456499488,122.4564995,1.965199591,1.289662231,65.6,0.42988741,21.9,77.16479017,355.4247697,196.765609,2.333674514,2.702149437,0.368474923,0.706243603,0.982599795,99.54964176,1.688843398,4.820880246,3.991811668,0.061412487,0.245649949,0.153531218,0.184237462,0.184237462,0.706243603,2.149437052,1.320368475,0.76765609,1.013306039,0.368474923,0.890481064,1.842374616,48.3,0.951893552,0.982599795,0.245649949,0.736949846,0.798362334,2.947799386,1.258955988,0.122824974,0.245649949,1.903787103,0.675537359,35.5,0.003991812,0.011054248,0.632548618,0,0,0,0.125895599,0.125895599,0.002149437,0.11975435,0.11975435,0.245649949,0.030706244,0,1.258955988,1.074718526,0.184237462,0.368474923,0.798362334,1.320368475,0.030706244,0,0,7.215967247,1.658137155,0.675537359,71.1
Rodrigo Bentancur,URU,MF,DM,Tottenham,26,Premier League,23,13,1005,0.089552239,0.089552239,0.179104478,0.089552239,0,0,0.626865672,0,0.170149254,0.170149254,0.044776119,0.214925373,1.432835821,6.447761194,2.776119403,0.016119403,0.019701493,60.35820896,71.64179104,84.3,896.5074627,233.7313433,34.3880597,38.14925373,90.1,21.85074627,25.25373134,86.5,2.597014925,3.671641791,70.7,0.089552239,0.044776119,0.098507463,0.044776119,0.71641791,6.179104478,0.985074627,0.089552239,6.447761194,83.46268657,3.223880597,15.58208955,45.94029851,22.3880597,2.597014925,83.46268657,1.880597015,0.985074627,52.4,0.71641791,38.1,51.49253731,248.7761194,103.3432836,1.432835821,1.970149254,0.179104478,1.432835821,1.701492537,65.55223881,2.776119403,2.776119403,2.328358209,0,0.089552239,0.179104478,0,0.179104478,0.358208955,2.059701493,1.343283582,0.895522388,0.985074627,0.179104478,0.895522388,2.149253731,41.7,1.253731343,1.343283582,0.358208955,0.985074627,1.52238806,3.582089552,1.432835821,0.089552239,0.089552239,1.611940299,0.358208955,22.2,0.005373134,0.02238806,1.459701493,0,0,0,0.170149254,0.170149254,0.009850746,-0.080597015,-0.080597015,0.626865672,0,0,1.791044776,1.52238806,0,0.805970149,1.52238806,1.343283582,0,0,0,4.835820896,1.253731343,1.970149254,38.9
Rodrigo Muniz,BRA,FW,CF,Fulham,22,Premier League,26,18,1593,0.508474576,0.056497175,0.564971751,0.508474576,0,0,0.056497175,0,0.491525424,0.491525424,0.11299435,0.604519774,0.451977401,1.073446328,4.293785311,0.031638418,0.034463277,7.683615819,12.54237288,61.3,114.0112994,30.05649718,4.18079096,6.384180791,65.5,2.203389831,3.615819209,60.9,0.677966102,0.903954802,75,0.056497175,0.11299435,0.050847458,-0.056497175,1.016949153,0.790960452,0.395480226,0,1.073446328,26.10169492,1.694915254,2.542372881,11.3559322,12.42937853,6.666666667,26.10169492,1.129943503,0.282485876,25,0.734463277,65,14.51977401,44.51977401,14.57627119,0.451977401,0.225988701,0.225988701,3.050847458,1.920903955,19.37853107,4.293785311,2.203389831,1.186440678,0,0.169491525,0.508474576,0.225988701,0.11299435,0.11299435,0.395480226,0.169491525,0.056497175,0.282485876,0.056497175,0.056497175,0.338983051,16.7,0.282485876,0.508474576,0.169491525,0.338983051,0.338983051,0.734463277,1.129943503,0,0.508474576,4.124293785,1.468926554,35.6,0.006779661,0.019774011,0.666666667,0,0,0,0.491525424,0.491525424,0.006779661,0.016949153,0.016949153,0.056497175,0,0,1.355932203,1.920903955,0.225988701,0.11299435,0.338983051,0.169491525,0,0,0,1.920903955,4.18079096,6.15819209,40.4
